Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value,activity_nM,activity_M,pActivity,binding_label
CHEMBL5415959,,,821.45,2.0,6.51,Pro-13,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCN1CCC3(CCC(c4ccc5c(c4)CN(C4CCC(=O)NC4=O)C5=O)CC3)CC1)c1nnc(C)n1-2,IC50,'=',77.0,nM,7.11,,,UO_0000065,8.66,0.17,0.6,5.01,0,CHEMBL5379636,Binding affinity to Nano-Luc fused CRBN (unknown origin) expressed in live HEK293 cells incubated for 30 mins by NanoBRET target engagement assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5376000,1,Scientific Literature,J Med Chem,2023,,TIME = 0.5 hr,BINDING AGENT,,77.0,77.0,7.7e-08,7.113509274827518,1
CHEMBL5424655,,,247.25,0.0,-0.2,8c,Nc1ccc(C(=O)NC2CCC(=O)NC2=O)cc1,IC50,'=',86000.0,nM,4.07,,,UO_0000065,16.44,0.31,4.27,4.01,0,CHEMBL5374907,Binding affinity to human CRBN TBD using BODIPY-uracil as substrate by MST assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5370657,1,Scientific Literature,J Med Chem,2023,,,BINDING AGENT,,86.0,86000.0,8.6e-05,4.0655015487564325,0
CHEMBL5420053,,,240.29,0.0,-0.04,14g,Cn1cnnc1SCC1CCC(=O)NC1=O,Ki,'=',21000.0,nM,4.68,,,UO_0000065,19.47,0.4,4.72,6.08,0,CHEMBL5355404,Binding affinity to human CRBN thalidomide binding domain assessed as inhibition constant by microscale thermophoresis analysis,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5352463,1,Scientific Literature,Eur J Med Chem,2023,,,BINDING AGENT,,21.0,21000.0,2.1000000000000002e-05,4.6777807052660805,0
CHEMBL5427990,,,261.32,0.0,2.39,21,CCCCOc1ccc(C2CCC(=O)NC2=O)cc1,Ki,'=',3900.0,nM,5.41,,,UO_0000065,20.7,0.39,3.02,9.76,0,CHEMBL5374908,Binding affinity to human CRBN TBD assessed as inhibition constant using BODIPY-uracil as substrate by MST assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5370657,1,Scientific Literature,J Med Chem,2023,,,BINDING AGENT,,3.9,3900.0,3.9e-06,5.4089353929735005,0
CHEMBL5410366,,,233.23,0.0,-0.38,52,O=C1CCC(NC(=O)c2ccccn2)C(=O)N1,Ki,'=',66000.0,nM,4.18,,,UO_0000065,17.92,0.34,4.56,4.74,0,CHEMBL5374908,Binding affinity to human CRBN TBD assessed as inhibition constant using BODIPY-uracil as substrate by MST assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5370657,1,Scientific Literature,J Med Chem,2023,,,BINDING AGENT,,66.0,66000.0,6.6e-05,4.180456064458132,0
CHEMBL5420119,,,295.32,0.0,0.24,53,CC(=O)Nc1sccc1C(=O)NC1CCC(=O)NC1=O,Ki,'=',65000.0,nM,4.19,,,UO_0000065,14.18,0.29,3.95,4.01,0,CHEMBL5374908,Binding affinity to human CRBN TBD assessed as inhibition constant using BODIPY-uracil as substrate by MST assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5370657,1,Scientific Literature,J Med Chem,2023,,,BINDING AGENT,,65.0,65000.0,6.500000000000001e-05,4.187086643357144,0
CHEMBL468,THALIDOMIDE,4.0,258.23,0.0,0.09,4,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,IC50,'=',1300.0,nM,5.89,,,UO_0000065,22.79,0.42,5.8,7.04,0,CHEMBL6077517,Binding affinity to CRBN (unknown origin) by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL6074698,1,Scientific Literature,ACS Med Chem Lett,2024,,,BINDING AGENT,,1.3,1300.0,1.3e-06,5.886056647693163,0
CHEMBL5774589,,,469.5,0.0,2.6,BDBM588371,[N-]=[N+]=NCCOCCOCCOCCNc1ccc(C(=O)Nc2ccc3c(c2)CC(=O)N3)cn1,IC50,'=',50500.0,nM,4.3,,1237193,UO_0000065,9.15,0.17,1.7,2.69,0,CHEMBL5738908,"Fluorescence Binding Assay: Fluorescence quenching end point measurements were performed in black polystyrene 384-plates on Tecan Safire monochromator reader with the following settings: excitation 280 nm; excitation bandwidth 10.0 nm; emission collection 340 nm; emission bandwidth 20.0 nm; high sensitivity flash mode; integration time 40 μS; delay 0 μm. All measurements were done in duplicates; GraphPad Prism 5.03 was used for data evaluation, curve fitting, plotting and determination of IC50 values.Serial dilutions of each tested ligands were mixed with truncated CRBN (319-427) to a final volume of 25 μL in the assay buffer (20 mM sodium phosphate buffer, pH 6.5, with 150 mM sodium chloride). The final concentration of CRBN in all assay will be 5-10 μM with DMSO level at 4%. A control lanes were prepared with only tested ligands without the addition of CRBN, top up with assay buffer to 25 μL. Plates were incubated for 5 minutes and analyzed using the monochromator plate reader.",B,BAO_0000357,single protein format,,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5729525,37,BindingDB Patent Bioactivity Data,,2023,,,,,50500.0,50500.0,5.05e-05,4.296708621881338,0
CHEMBL43452,POMALIDOMIDE,4.0,273.25,0.0,-0.33,2; POM,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,IC50,'=',13000.0,nM,4.89,,,UO_0000065,17.88,0.33,5.22,4.46,0,CHEMBL5374907,Binding affinity to human CRBN TBD using BODIPY-uracil as substrate by MST assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5370657,1,Scientific Literature,J Med Chem,2023,,,BINDING AGENT,,13.0,13000.0,1.3000000000000001e-05,4.886056647693163,0
CHEMBL5398662,,,247.25,0.0,-0.2,8a,Nc1cccc(C(=O)NC2CCC(=O)NC2=O)c1,IC50,'=',107000.0,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL5374907,Binding affinity to human CRBN TBD using BODIPY-uracil as substrate by MST assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5370657,1,Scientific Literature,J Med Chem,2023,,,BINDING AGENT,,107.0,107000.0,0.00010700000000000001,3.9706162223147903,0
CHEMBL5399110,,,247.25,0.0,-0.2,8e,Nc1ccccc1C(=O)NC1CCC(=O)NC1=O,IC50,'=',74000.0,nM,4.13,,,UO_0000065,16.71,0.31,4.33,4.08,0,CHEMBL5374907,Binding affinity to human CRBN TBD using BODIPY-uracil as substrate by MST assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5370657,1,Scientific Literature,J Med Chem,2023,,,BINDING AGENT,,74.0,74000.0,7.400000000000001e-05,4.130768280269024,0
CHEMBL5438540,,,313.31,0.0,0.3,25,O=C1CCC(N2C(=O)c3ccc(N4CCC4)cc3C2=O)C(=O)N1,Ki,'=',500.0,nM,6.3,,,UO_0000065,20.11,0.37,6.0,7.26,0,CHEMBL5367924,Binding affinity to CRBN (unknown origin) assessed as inhibition constant,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5365467,1,Scientific Literature,J Med Chem,2023,,,DEGRADER,,0.5,500.0,5.000000000000001e-07,6.301029995663981,1
CHEMBL5423392,,,313.31,0.0,0.03,27,CN1Cc2cc3c(cc2C1)C(=O)N(C1CCC(=O)NC1=O)C3=O,Ki,'=',1400.0,nM,5.85,,,UO_0000065,18.68,0.35,5.82,6.74,0,CHEMBL5367924,Binding affinity to CRBN (unknown origin) assessed as inhibition constant,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5365467,1,Scientific Literature,J Med Chem,2023,,,DEGRADER,,1.4,1400.0,1.4000000000000001e-06,5.853871964321762,0
CHEMBL5431079,,,341.37,0.0,0.12,29,CN1CCc2cc3c(cc2CC1)C(=O)N(C1CCC(=O)NC1=O)C3=O,Ki,'=',7300.0,nM,5.14,,,UO_0000065,15.05,0.28,5.02,5.92,0,CHEMBL5367924,Binding affinity to CRBN (unknown origin) assessed as inhibition constant,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5365467,1,Scientific Literature,J Med Chem,2023,,,DEGRADER,,7.3,7300.0,7.3e-06,5.136677139879544,0
CHEMBL5441135,,,263.25,0.0,-0.49,11e,Nc1ccc(C(=O)NC2CCC(=O)NC2=O)c(O)c1,IC50,'=',20000.0,nM,4.7,,,UO_0000065,17.85,0.34,5.19,3.87,0,CHEMBL5374907,Binding affinity to human CRBN TBD using BODIPY-uracil as substrate by MST assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5370657,1,Scientific Literature,J Med Chem,2023,,,BINDING AGENT,,20.0,20000.0,2e-05,4.698970004336019,0
CHEMBL344042,,,71.08,0.0,-0.49,15,O=C1CCN1,Ki,'=',77000.0,nM,4.11,,,UO_0000065,57.87,1.12,4.6,14.14,0,CHEMBL5340015,Binding affinity to CRBN (unknown origin) assessed as inhibition constant by FRET assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5338729,1,Scientific Literature,J Med Chem,2023,,,INHIBITOR,,77.0,77000.0,7.7e-05,4.113509274827518,0
CHEMBL275661,SUCCINIMIDE,-1.0,99.09,0.0,-0.58,16,O=C1CCC(=O)N1,Ki,'=',4300.0,nM,5.37,,,UO_0000065,54.16,1.05,5.95,11.62,0,CHEMBL5340015,Binding affinity to CRBN (unknown origin) assessed as inhibition constant by FRET assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5338729,1,Scientific Literature,J Med Chem,2023,,,INHIBITOR,,4.3,4300.0,4.3e-06,5.366531544420414,0
CHEMBL5437759,,,304.2,0.0,0.78,6b,O=C1CCC(NC(=O)c2cc(F)c(F)c(F)c2F)C(=O)N1,IC50,'=',65000.0,nM,4.19,,,UO_0000065,13.76,0.27,3.41,5.56,0,CHEMBL5374907,Binding affinity to human CRBN TBD using BODIPY-uracil as substrate by MST assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5370657,1,Scientific Literature,J Med Chem,2023,,,BINDING AGENT,,65.0,65000.0,6.500000000000001e-05,4.187086643357144,0
CHEMBL5405986,,,277.28,0.0,-0.19,11d,COc1cc(N)ccc1C(=O)NC1CCC(=O)NC1=O,IC50,'=',28000.0,nM,4.55,,,UO_0000065,16.42,0.31,4.74,4.12,0,CHEMBL5374907,Binding affinity to human CRBN TBD using BODIPY-uracil as substrate by MST assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5370657,1,Scientific Literature,J Med Chem,2023,,,BINDING AGENT,,28.0,28000.0,2.8000000000000003e-05,4.552841968657781,0
CHEMBL5415637,,,315.37,0.0,1.66,23,CCCCNc1ccc2c(c1)CN(C1CCC(=O)NC1=O)C2=O,IC50,'=',7400.0,nM,5.13,,,UO_0000065,16.27,0.3,3.47,6.54,0,CHEMBL5374907,Binding affinity to human CRBN TBD using BODIPY-uracil as substrate by MST assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5370657,1,Scientific Literature,J Med Chem,2023,,,BINDING AGENT,,7.4,7400.0,7.4e-06,5.130768280269024,0
CHEMBL5979631,,,307.4,0.0,2.25,BDBM588300,O=C1Cc2ccc(-c3cccc(CN4CCNCC4)c3)cc2N1,IC50,'>',300000.0,nM,,Outside typical range,1237126,UO_0000065,,,,,0,CHEMBL5738908,"Fluorescence Binding Assay: Fluorescence quenching end point measurements were performed in black polystyrene 384-plates on Tecan Safire monochromator reader with the following settings: excitation 280 nm; excitation bandwidth 10.0 nm; emission collection 340 nm; emission bandwidth 20.0 nm; high sensitivity flash mode; integration time 40 μS; delay 0 μm. All measurements were done in duplicates; GraphPad Prism 5.03 was used for data evaluation, curve fitting, plotting and determination of IC50 values.Serial dilutions of each tested ligands were mixed with truncated CRBN (319-427) to a final volume of 25 μL in the assay buffer (20 mM sodium phosphate buffer, pH 6.5, with 150 mM sodium chloride). The final concentration of CRBN in all assay will be 5-10 μM with DMSO level at 4%. A control lanes were prepared with only tested ligands without the addition of CRBN, top up with assay buffer to 25 μL. Plates were incubated for 5 minutes and analyzed using the monochromator plate reader.",B,BAO_0000357,single protein format,,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5729525,37,BindingDB Patent Bioactivity Data,,2023,,,,,300000.0,300000.0,0.00030000000000000003,3.5228787452803374,0
CHEMBL5977237,,,493.52,0.0,0.25,BDBM585777,O=C1CCC(N2Cc3c(NC(=O)CNc4ccnc(N5CCC[C@H]5CO)n4)cccc3C2=O)C(=O)N1,IC50,'=',8500.0,nM,5.07,,1232021,UO_0000065,10.27,0.19,4.82,3.23,0,CHEMBL5738796,TBD: TBD,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5729492,37,BindingDB Patent Bioactivity Data,,2022,,,,,8500.0,8500.0,8.5e-06,5.070581074285707,0
CHEMBL5405846,,,767.36,2.0,5.34,Pro-3,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCCN1CCC(c3ccc4c(c3)CN(C3CCC(=O)NC3=O)C4=O)CC1)c1nnc(C)n1-2,IC50,'=',17.8,nM,7.75,,,UO_0000065,10.1,0.2,2.41,5.46,0,CHEMBL5379637,Binding affinity to Nano-Luc fused CRBN (unknown origin) expressed in digitonin-permeabilized HEK293 cells incubated for 10 mins by NanoBRET target engagement assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5376000,1,Scientific Literature,J Med Chem,2023,,TIME = 0.1667 hr,BINDING AGENT,,17.8,17.8,1.78e-08,7.749579997691106,1
CHEMBL5432640,,,793.39,2.0,5.73,Pro-14,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCN1CC3(CCC(c4ccc5c(c4)CN(C4CCC(=O)NC4=O)C5=O)CC3)C1)c1nnc(C)n1-2,IC50,'=',20.7,nM,7.68,,,UO_0000065,9.69,0.19,1.95,5.42,0,CHEMBL5379637,Binding affinity to Nano-Luc fused CRBN (unknown origin) expressed in digitonin-permeabilized HEK293 cells incubated for 10 mins by NanoBRET target engagement assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5376000,1,Scientific Literature,J Med Chem,2023,,TIME = 0.1667 hr,BINDING AGENT,,20.7,20.7,2.07e-08,7.684029654543083,1
CHEMBL5413097,,,293.34,0.0,1.62,14h,COC(=O)c1ccccc1SCC1CCC(=O)NC1=O,Ki,'=',1100.0,nM,5.96,,,UO_0000065,20.31,0.41,4.34,8.22,0,CHEMBL5355404,Binding affinity to human CRBN thalidomide binding domain assessed as inhibition constant by microscale thermophoresis analysis,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5352463,1,Scientific Literature,Eur J Med Chem,2023,,,BINDING AGENT,,1.1,1100.0,1.1e-06,5.958607314841775,0
CHEMBL5397775,,,301.75,0.0,1.17,20b,O=C1CCC(CS(=O)(=O)c2ccc(Cl)cc2)C(=O)N1,Ki,'=',7400.0,nM,5.13,,,UO_0000065,17.0,0.37,3.96,6.39,0,CHEMBL5355404,Binding affinity to human CRBN thalidomide binding domain assessed as inhibition constant by microscale thermophoresis analysis,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5352463,1,Scientific Literature,Eur J Med Chem,2023,,,BINDING AGENT,,7.4,7400.0,7.4e-06,5.130768280269024,0
CHEMBL5429778,,,281.33,0.0,0.82,20c,Cc1ccc(S(=O)(=O)CC2CCC(=O)NC2=O)cc1,Ki,'=',10000.0,nM,5.0,,,UO_0000065,17.77,0.36,4.18,6.23,0,CHEMBL5355404,Binding affinity to human CRBN thalidomide binding domain assessed as inhibition constant by microscale thermophoresis analysis,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL5352463,1,Scientific Literature,Eur J Med Chem,2023,,,BINDING AGENT,,10.0,10000.0,1e-05,5.0,0
CHEMBL43452,POMALIDOMIDE,4.0,273.25,0.0,-0.33,Pomalidomide,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,IC50,'=',2060.0,nM,5.69,,,UO_0000065,20.81,0.39,6.02,5.19,0,CHEMBL6086112,Inhibition of GST-tagged wild-type human CRBN incubated for about 3 hrs by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL6083272,1,Scientific Literature,J Med Chem,2024,,TIME = 3.0 hr,INHIBITOR,,2.06,2060.0,2.06e-06,5.686132779630847,0
CHEMBL848,LENALIDOMIDE,4.0,259.26,0.0,0.03,Lenalidomide,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,IC50,'=',1980.0,nM,5.7,,,UO_0000065,22.0,0.41,5.67,6.17,0,CHEMBL6086843,Binding affinity to wild type GST-tagged human CRBN by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL6083286,1,Scientific Literature,J Med Chem,2024,,,BINDING AGENT,,1.98,1980.0,1.98e-06,5.703334809738469,0
CHEMBL6120255,,,444.5,0.0,3.09,10,CCNC(=O)[C@H]1C[C@H](n2nc(-c3noc(C4CC4)c3-c3ccccn3)c3c(N)ncnc32)C1,IC50,'>',25000.0,nM,,,,UO_0000065,,,,,0,CHEMBL6075842,Binding affinity to CRBN (unknown origin) by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL6074657,1,Scientific Literature,J Med Chem,2024,,,,,25000.0,25000.0,2.5e-05,4.6020599913279625,0
CHEMBL5430810,,,525.61,1.0,3.28,3,COc1ccc(CN2[C@@H]3C[C@H]2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cn1,IC50,'>',50000.0,nM,,,,UO_0000065,,,,,0,CHEMBL6075842,Binding affinity to CRBN (unknown origin) by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL6074657,1,Scientific Literature,J Med Chem,2024,,,,,50000.0,50000.0,5e-05,4.301029995663981,0
CHEMBL6120714,,,988.21,3.0,6.34,16,COc1ccc(CN2[C@@H]3C[C@H]2CN(c2ccc(-c4cc(OCC5CCN(C(=O)CCCCCCN6CCC(c7ccc8c(c7)C(=O)N(C7CCC(=O)NC7=O)C8)CC6)CC5)cn5ncc(C#N)c45)cn2)C3)cn1,IC50,'=',280.4,nM,6.55,,,UO_0000065,6.63,0.12,0.21,3.6,0,CHEMBL6075842,Binding affinity to CRBN (unknown origin) by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL6074657,1,Scientific Literature,J Med Chem,2024,,,BINDING AGENT,,280.4,280.4,2.804e-07,6.552221990705379,1
CHEMBL6132745,,,982.11,2.0,4.89,22,CCOc1cc(-c2ccc(N3CCC(CN4CCN(C(=O)CCN5CCC(c6ccc7c(c6)C(=O)N(C6CCC(=O)NC6=O)C7)CC5)CC4)(NC(=O)c4cc(F)ccc4F)CC3)nc2)c2c(C#N)cnn2c1,IC50,'=',150.3,nM,6.82,,,UO_0000065,6.95,0.13,1.93,3.61,0,CHEMBL6075842,Binding affinity to CRBN (unknown origin) by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL6074657,1,Scientific Literature,J Med Chem,2024,,,BINDING AGENT,,150.3,150.3,1.5030000000000002e-07,6.8230410194130915,1
CHEMBL6101990,,,928.06,2.0,4.59,30,CCOc1cc(-c2ccc(N3CCC(CN4CCN(C(=O)CCN5CCN(c6ccc(C7CCC(=O)NC7=O)cc6)CC5)CC4)(NC(=O)c4cc(F)ccc4F)CC3)nc2)c2c(C#N)cnn2c1,IC50,'=',67.8,nM,7.17,,,UO_0000065,7.72,0.14,2.58,4.17,0,CHEMBL6075842,Binding affinity to CRBN (unknown origin) by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL6074657,1,Scientific Literature,J Med Chem,2024,,,BINDING AGENT,,67.8,67.8,6.78e-08,7.168770306132937,1
CHEMBL6078603,,,982.11,2.0,4.89,22-S,CCOc1cc(-c2ccc(N3CCC(CN4CCN(C(=O)CCN5CCC(c6ccc7c(c6)C(=O)N([C@@H]6CCC(=O)NC6=O)C7)CC5)CC4)(NC(=O)c4cc(F)ccc4F)CC3)nc2)c2c(C#N)cnn2c1,IC50,'=',36.8,nM,7.43,,,UO_0000065,7.57,0.14,2.54,3.94,0,CHEMBL6075859,Binding affinity to CRBN (unknown origin) transfected in HEK293 cells incubated for 2 hrs by NanoBRET assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL6074657,1,Scientific Literature,J Med Chem,2024,,TIME = 2.0 hr,BINDING AGENT,,36.8,36.8,3.68e-08,7.434152181326482,1
CHEMBL6141799,,,943.07,2.0,4.29,28,CCOc1cc(-c2ccc(N3CCC(CN4CCN(C(=O)CCN5CCN(c6ccc(NC7CCC(=O)NC7=O)cc6)CC5)CC4)(NC(=O)c4cc(F)ccc4F)CC3)nc2)c2c(C#N)cnn2c1,IC50,'=',340.9,nM,6.47,,,UO_0000065,6.86,0.13,2.18,3.52,0,CHEMBL6075859,Binding affinity to CRBN (unknown origin) transfected in HEK293 cells incubated for 2 hrs by NanoBRET assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL6074657,1,Scientific Literature,J Med Chem,2024,,TIME = 2.0 hr,BINDING AGENT,,340.9,340.9,3.409e-07,6.467372998771109,1
CHEMBL6102889,,,928.06,2.0,4.59,31,CCOc1cc(-c2ccc(N3CCC(CN4CCN(C(=O)CCN5CCN(c6cccc(C7CCC(=O)NC7=O)c6)CC5)CC4)(NC(=O)c4cc(F)ccc4F)CC3)nc2)c2c(C#N)cnn2c1,IC50,'=',2029.0,nM,5.69,,,UO_0000065,6.13,0.11,1.1,3.31,0,CHEMBL6075859,Binding affinity to CRBN (unknown origin) transfected in HEK293 cells incubated for 2 hrs by NanoBRET assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL6074657,1,Scientific Literature,J Med Chem,2024,,TIME = 2.0 hr,BINDING AGENT,,2029.0,2029.0,2.029e-06,5.692717952966654,0
CHEMBL6143967,,,956.07,2.0,4.93,32,CCOc1cc(-c2ccc(N3CCC(CN(C)C(=O)CCCCN4CCN(c5ccc6c(c5)C(=O)N(C5CCC(=O)NC5=O)C6)CC4)(NC(=O)c4cc(F)ccc4F)CC3)nc2)c2c(C#N)cnn2c1,IC50,'=',109.7,nM,6.96,,,UO_0000065,7.28,0.14,2.03,3.69,0,CHEMBL6075859,Binding affinity to CRBN (unknown origin) transfected in HEK293 cells incubated for 2 hrs by NanoBRET assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL6074657,1,Scientific Literature,J Med Chem,2024,,TIME = 2.0 hr,BINDING AGENT,,109.7,109.7,1.0970000000000001e-07,6.959793372425289,1
CHEMBL6133093,,,1049.2,,,34,CCOc1cc(-c2ccc(N3CCC(CN4CCN(C(=O)C5CC6(C5)CC(N5CCN(c7ccc8c(c7)CN(C7CCC(=O)NC7=O)C8=O)CC5)C6)CC4)(NC(=O)c4cc(F)ccc4F)CC3)nc2)c2c(C#N)cnn2c1,IC50,'=',44.4,nM,7.35,,,UO_0000065,7.01,,,,0,CHEMBL6075859,Binding affinity to CRBN (unknown origin) transfected in HEK293 cells incubated for 2 hrs by NanoBRET assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL3763008,Protein cereblon,Homo sapiens,SINGLE PROTEIN,CHEMBL6074657,1,Scientific Literature,J Med Chem,2024,,TIME = 2.0 hr,BINDING AGENT,,44.4,44.4,4.44e-08,7.35261702988538,1
