"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL5989577";"";"None";"244.29";"0";"1.81";"BDBM588341";"O=C1Cc2cc(C(=O)N3CCCCC3)ccc2N1";"k_off";"'='";"";"s-1";"";"";"1237165";"";"";"";"";"";"0";"CHEMBL5738908";"Fluorescence Binding Assay: Fluorescence quenching end point measurements were performed in black polystyrene 384-plates on Tecan Safire monochromator reader with the following settings: excitation 280 nm; excitation bandwidth 10.0 nm; emission collection 340 nm; emission bandwidth 20.0 nm; high sensitivity flash mode; integration time 40 μS; delay 0 μm. All measurements were done in duplicates; GraphPad Prism 5.03 was used for data evaluation, curve fitting, plotting and determination of IC50 values.Serial dilutions of each tested ligands were mixed with truncated CRBN (319-427) to a final volume of 25 μL in the assay buffer (20 mM sodium phosphate buffer, pH 6.5, with 150 mM sodium chloride). The final concentration of CRBN in all assay will be 5-10 μM with DMSO level at 4%. A control lanes were prepared with only tested ligands without the addition of CRBN, top up with assay buffer to 25 μL. Plates were incubated for 5 minutes and analyzed using the monochromator plate reader.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729525";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";""
"CHEMBL5841730";"";"None";"301.35";"0";"1.38";"BDBM588343";"CC(=O)N1CCC(C(=O)Nc2ccc3c(c2)CC(=O)N3)CC1";"kon";"'='";"";"";"";"";"1237167";"";"";"";"";"";"0";"CHEMBL5738908";"Fluorescence Binding Assay: Fluorescence quenching end point measurements were performed in black polystyrene 384-plates on Tecan Safire monochromator reader with the following settings: excitation 280 nm; excitation bandwidth 10.0 nm; emission collection 340 nm; emission bandwidth 20.0 nm; high sensitivity flash mode; integration time 40 μS; delay 0 μm. All measurements were done in duplicates; GraphPad Prism 5.03 was used for data evaluation, curve fitting, plotting and determination of IC50 values.Serial dilutions of each tested ligands were mixed with truncated CRBN (319-427) to a final volume of 25 μL in the assay buffer (20 mM sodium phosphate buffer, pH 6.5, with 150 mM sodium chloride). The final concentration of CRBN in all assay will be 5-10 μM with DMSO level at 4%. A control lanes were prepared with only tested ligands without the addition of CRBN, top up with assay buffer to 25 μL. Plates were incubated for 5 minutes and analyzed using the monochromator plate reader.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729525";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";""
"CHEMBL5833540";"";"None";"246.22";"0";"2.79";"BDBM588344";"O=C1Nc2cc(-c3ccncc3)ccc2C1(F)F";"kon";"'='";"";"";"";"";"1237168";"";"";"";"";"";"0";"CHEMBL5738908";"Fluorescence Binding Assay: Fluorescence quenching end point measurements were performed in black polystyrene 384-plates on Tecan Safire monochromator reader with the following settings: excitation 280 nm; excitation bandwidth 10.0 nm; emission collection 340 nm; emission bandwidth 20.0 nm; high sensitivity flash mode; integration time 40 μS; delay 0 μm. All measurements were done in duplicates; GraphPad Prism 5.03 was used for data evaluation, curve fitting, plotting and determination of IC50 values.Serial dilutions of each tested ligands were mixed with truncated CRBN (319-427) to a final volume of 25 μL in the assay buffer (20 mM sodium phosphate buffer, pH 6.5, with 150 mM sodium chloride). The final concentration of CRBN in all assay will be 5-10 μM with DMSO level at 4%. A control lanes were prepared with only tested ligands without the addition of CRBN, top up with assay buffer to 25 μL. Plates were incubated for 5 minutes and analyzed using the monochromator plate reader.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729525";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";""
"CHEMBL5833979";"";"None";"334.42";"0";"3.28";"BDBM588353";"O=C1Cc2cc(C(=O)N3CCC(Cc4ccccc4)CC3)ccc2N1";"k_off";"'='";"";"s-1";"";"";"1237176";"";"";"";"";"";"0";"CHEMBL5738908";"Fluorescence Binding Assay: Fluorescence quenching end point measurements were performed in black polystyrene 384-plates on Tecan Safire monochromator reader with the following settings: excitation 280 nm; excitation bandwidth 10.0 nm; emission collection 340 nm; emission bandwidth 20.0 nm; high sensitivity flash mode; integration time 40 μS; delay 0 μm. All measurements were done in duplicates; GraphPad Prism 5.03 was used for data evaluation, curve fitting, plotting and determination of IC50 values.Serial dilutions of each tested ligands were mixed with truncated CRBN (319-427) to a final volume of 25 μL in the assay buffer (20 mM sodium phosphate buffer, pH 6.5, with 150 mM sodium chloride). The final concentration of CRBN in all assay will be 5-10 μM with DMSO level at 4%. A control lanes were prepared with only tested ligands without the addition of CRBN, top up with assay buffer to 25 μL. Plates were incubated for 5 minutes and analyzed using the monochromator plate reader.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729525";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";""
"CHEMBL5745411";"";"None";"211.22";"0";"1.64";"BDBM588360";"O=C1Cc2ncc(-c3ccncc3)cc2N1";"IC50";"'>'";"300000.0";"nM";"";"Outside typical range";"1237182";"UO_0000065";"";"";"";"";"0";"CHEMBL5738908";"Fluorescence Binding Assay: Fluorescence quenching end point measurements were performed in black polystyrene 384-plates on Tecan Safire monochromator reader with the following settings: excitation 280 nm; excitation bandwidth 10.0 nm; emission collection 340 nm; emission bandwidth 20.0 nm; high sensitivity flash mode; integration time 40 μS; delay 0 μm. All measurements were done in duplicates; GraphPad Prism 5.03 was used for data evaluation, curve fitting, plotting and determination of IC50 values.Serial dilutions of each tested ligands were mixed with truncated CRBN (319-427) to a final volume of 25 μL in the assay buffer (20 mM sodium phosphate buffer, pH 6.5, with 150 mM sodium chloride). The final concentration of CRBN in all assay will be 5-10 μM with DMSO level at 4%. A control lanes were prepared with only tested ligands without the addition of CRBN, top up with assay buffer to 25 μL. Plates were incubated for 5 minutes and analyzed using the monochromator plate reader.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729525";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";"300000.0"
"CHEMBL5752412";"";"None";"258.32";"0";"1.83";"BDBM588368";"CN1C(=O)Cc2cc(C(=O)N3CCCCC3)ccc21";"kon";"'='";"";"";"";"";"1237190";"";"";"";"";"";"0";"CHEMBL5738908";"Fluorescence Binding Assay: Fluorescence quenching end point measurements were performed in black polystyrene 384-plates on Tecan Safire monochromator reader with the following settings: excitation 280 nm; excitation bandwidth 10.0 nm; emission collection 340 nm; emission bandwidth 20.0 nm; high sensitivity flash mode; integration time 40 μS; delay 0 μm. All measurements were done in duplicates; GraphPad Prism 5.03 was used for data evaluation, curve fitting, plotting and determination of IC50 values.Serial dilutions of each tested ligands were mixed with truncated CRBN (319-427) to a final volume of 25 μL in the assay buffer (20 mM sodium phosphate buffer, pH 6.5, with 150 mM sodium chloride). The final concentration of CRBN in all assay will be 5-10 μM with DMSO level at 4%. A control lanes were prepared with only tested ligands without the addition of CRBN, top up with assay buffer to 25 μL. Plates were incubated for 5 minutes and analyzed using the monochromator plate reader.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729525";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";""
"CHEMBL5752412";"";"None";"258.32";"0";"1.83";"BDBM588368";"CN1C(=O)Cc2cc(C(=O)N3CCCCC3)ccc21";"k_off";"'='";"";"s-1";"";"";"1237190";"";"";"";"";"";"0";"CHEMBL5738908";"Fluorescence Binding Assay: Fluorescence quenching end point measurements were performed in black polystyrene 384-plates on Tecan Safire monochromator reader with the following settings: excitation 280 nm; excitation bandwidth 10.0 nm; emission collection 340 nm; emission bandwidth 20.0 nm; high sensitivity flash mode; integration time 40 μS; delay 0 μm. All measurements were done in duplicates; GraphPad Prism 5.03 was used for data evaluation, curve fitting, plotting and determination of IC50 values.Serial dilutions of each tested ligands were mixed with truncated CRBN (319-427) to a final volume of 25 μL in the assay buffer (20 mM sodium phosphate buffer, pH 6.5, with 150 mM sodium chloride). The final concentration of CRBN in all assay will be 5-10 μM with DMSO level at 4%. A control lanes were prepared with only tested ligands without the addition of CRBN, top up with assay buffer to 25 μL. Plates were incubated for 5 minutes and analyzed using the monochromator plate reader.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729525";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";""
"CHEMBL5868802";"";"None";"426.48";"0";"3.02";"BDBM588373";"[N-]=[N+]=NCCOCCOCCOCCNc1cc(-c2ccc3c(c2)CC(=O)N3)ccn1";"k_off";"'='";"";"s-1";"";"";"1237195";"";"";"";"";"";"0";"CHEMBL5738908";"Fluorescence Binding Assay: Fluorescence quenching end point measurements were performed in black polystyrene 384-plates on Tecan Safire monochromator reader with the following settings: excitation 280 nm; excitation bandwidth 10.0 nm; emission collection 340 nm; emission bandwidth 20.0 nm; high sensitivity flash mode; integration time 40 μS; delay 0 μm. All measurements were done in duplicates; GraphPad Prism 5.03 was used for data evaluation, curve fitting, plotting and determination of IC50 values.Serial dilutions of each tested ligands were mixed with truncated CRBN (319-427) to a final volume of 25 μL in the assay buffer (20 mM sodium phosphate buffer, pH 6.5, with 150 mM sodium chloride). The final concentration of CRBN in all assay will be 5-10 μM with DMSO level at 4%. A control lanes were prepared with only tested ligands without the addition of CRBN, top up with assay buffer to 25 μL. Plates were incubated for 5 minutes and analyzed using the monochromator plate reader.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729525";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";""
"CHEMBL5798352";"";"None";"519.60";"1";"3.29";"BDBM588375";"Nc1ccc(OCCOCCOCCOCCNC(=O)c2cccc(-c3ccc4c(c3)NC(=O)C4)c2)cc1";"kon";"'='";"";"";"";"";"1237197";"";"";"";"";"";"0";"CHEMBL5738908";"Fluorescence Binding Assay: Fluorescence quenching end point measurements were performed in black polystyrene 384-plates on Tecan Safire monochromator reader with the following settings: excitation 280 nm; excitation bandwidth 10.0 nm; emission collection 340 nm; emission bandwidth 20.0 nm; high sensitivity flash mode; integration time 40 μS; delay 0 μm. All measurements were done in duplicates; GraphPad Prism 5.03 was used for data evaluation, curve fitting, plotting and determination of IC50 values.Serial dilutions of each tested ligands were mixed with truncated CRBN (319-427) to a final volume of 25 μL in the assay buffer (20 mM sodium phosphate buffer, pH 6.5, with 150 mM sodium chloride). The final concentration of CRBN in all assay will be 5-10 μM with DMSO level at 4%. A control lanes were prepared with only tested ligands without the addition of CRBN, top up with assay buffer to 25 μL. Plates were incubated for 5 minutes and analyzed using the monochromator plate reader.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5729525";"37";"BindingDB Patent Bioactivity Data";"";"2023";"None";"";"";"";""
"CHEMBL848";"LENALIDOMIDE";"4.0";"259.26";"0";"0.03";"6";"Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O";"Kd";"'='";"57.0";"nM";"7.24";"";"";"UO_0000065";"27.94";"0.52";"7.21";"7.83";"0";"CHEMBL6077520";"Binding affinity to CRBN (unknown origin) expressed in HEK293 cells assessed as apparent dissociation constant incubated for 30 mins in presence of tracer by NanoBRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL6074698";"1";"Scientific Literature";"ACS Med Chem Lett";"2024";"None";"TIME = 0.5 hr";"BINDING AGENT";"";"0.057"
"CHEMBL43452";"POMALIDOMIDE";"4.0";"273.25";"0";"-0.33";"1; POM";"Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O";"Ratio IC50";"'='";"1.5";"";"";"";"";"";"";"";"";"";"0";"CHEMBL6086191";"Potency index, ratio of thalidomide IC50 to test compound IC50 for GST-tagged wild-type human CRBN incubated for about 3 hrs by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3763008";"Protein cereblon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL6083272";"1";"Scientific Literature";"J Med Chem";"2024";"None";"TIME = 3.0 hr";"INHIBITOR";"";"1.5"
